file_name,turn_number,current_node_id,gpt_ans_node_id,ans_node_id,judgement,current_node_id_index,gpt_ans_node_id_index,ans_node_id_index,distance_from_ans,contains_answer
ES2002a - Remote functionality,7,ES2002a.D.argumentstructs.Erik.16,ES2002a.D.argumentstructs.Erik.15,ES2002a.C.argumentstructs.Erik.2,False,10,9,7,3,True
ES2002a - Remote functionality,8,ES2002a.B.argumentstructs.Erik.9,ES2002a.D.argumentstructs.Erik.16,ES2002a.D.argumentstructs.Erik.16,True,11,10,10,1,True
ES2002a - Remote functionality,9,ES2002a.B.argumentstructs.Erik.10,ES2002a.D.argumentstructs.Erik.16,ES2002a.C.argumentstructs.Erik.2,False,12,10,7,5,True
ES2002a - Remote functionality,10,ES2002a.D.argumentstructs.Erik.17,ES2002a.B.argumentstructs.Erik.10,ES2002a.B.argumentstructs.Erik.10,True,13,12,12,1,True
ES2002a - Remote functionality,11,ES2002a.D.argumentstructs.Erik.18,ES2002a.D.argumentstructs.Erik.16,ES2002a.B.argumentstructs.Erik.10,False,15,10,12,3,True
ES2002a - Remote functionality,12,ES2002a.B.argumentstructs.Erik.11,ES2002a.D.argumentstructs.Erik.17,ES2002a.D.argumentstructs.Erik.18,False,17,13,15,2,True
ES2002a - Remote functionality,13,ES2002a.B.argumentstructs.Erik.12,ES2002a.D.argumentstructs.Erik.18,ES2002a.D.argumentstructs.Erik.18,True,19,15,15,4,True
ES2002a - Remote functionality,14,ES2002a.D.argumentstructs.Erik.19,ES2002a.B.argumentstructs.Erik.12,ES2002a.B.argumentstructs.Erik.12,True,20,19,19,1,True
ES2002a - Remote functionality,15,ES2002a.D.argumentstructs.Erik.20,ES2002a.D.argumentstructs.Erik.18,ES2002a.B.argumentstructs.Erik.10,False,22,15,12,10,False
ES2002a - Remote functionality,16,ES2002a.B.argumentstructs.Erik.13,ES2002a.D.argumentstructs.Erik.20,ES2002a.D.argumentstructs.Erik.20,True,24,22,22,2,True
ES2002a - Remote functionality,17,ES2002a.A.argumentstructs.Erik.6,ES2002a.B.argumentstructs.Erik.13,ES2002a.B.argumentstructs.Erik.13,True,25,24,24,1,True
ES2002a - Remote functionality,18,ES2002a.B.argumentstructs.Erik.14,ES2002a.A.argumentstructs.Erik.6,ES2002a.A.argumentstructs.Erik.6,True,26,25,25,1,True
ES2002a - Remote functionality,19,ES2002a.A.argumentstructs.Erik.7,ES2002a.A.argumentstructs.Erik.6,ES2002a.A.argumentstructs.Erik.6,True,28,25,25,3,True
ES2002a - Remote functionality,20,ES2002a.B.argumentstructs.Erik.15,ES2002a.A.argumentstructs.Erik.7,ES2002a.A.argumentstructs.Erik.7,True,29,28,28,1,True
ES2002a - Remote functionality,21,ES2002a.D.argumentstructs.Erik.21,ES2002a.B.argumentstructs.Erik.15,ES2002a.B.argumentstructs.Erik.15,True,30,29,29,1,True
ES2002a - Remote functionality,22,ES2002a.D.argumentstructs.Erik.22,ES2002a.B.argumentstructs.Erik.15,ES2002a.B.argumentstructs.Erik.15,True,33,29,29,4,True
ES2002a - Remote functionality,23,ES2002a.D.argumentstructs.Erik.23,ES2002a.B.argumentstructs.Erik.15,ES2002a.B.argumentstructs.Erik.13,False,35,29,24,11,False
ES2002a - Remote functionality,24,ES2002a.B.argumentstructs.Erik.16,ES2002a.B.argumentstructs.Erik.15,ES2002a.D.argumentstructs.Erik.23,False,36,29,35,1,True
ES2002a - Remote functionality,25,ES2002a.B.argumentstructs.Erik.17,ES2002a.D.argumentstructs.Erik.23,ES2002a.B.argumentstructs.Erik.13,False,38,35,24,14,False
ES2002a - Remote functionality,26,ES2002a.D.argumentstructs.Erik.24,ES2002a.B.argumentstructs.Erik.17,ES2002a.B.argumentstructs.Erik.17,True,39,38,38,1,True
ES2002a - Remote functionality,27,ES2002a.B.argumentstructs.Erik.18,ES2002a.D.argumentstructs.Erik.24,ES2002a.D.argumentstructs.Erik.24,True,41,39,39,2,True
ES2002a - Remote functionality,28,ES2002a.D.argumentstructs.Erik.25,ES2002a.D.argumentstructs.Erik.23,ES2002a.D.argumentstructs.Erik.24,False,42,35,39,3,True
ES2002a - Remote functionality,29,ES2002a.B.argumentstructs.Erik.19,AE_ID ES2002a.D.argumentstructs.Erik.25,ES2002a.D.argumentstructs.Erik.25,False,43,0,42,1,True
ES2002a - Remote functionality,30,ES2002a.B.argumentstructs.Erik.20,ES2002a.D.argumentstructs.Erik.24,ES2002a.D.argumentstructs.Erik.25,False,44,39,42,2,True
ES2002b - Desired functions,0,ES2002b.C.argumentstructs.Erik.1,ROOT,NONE,NONE,0,0,0,0,False
ES2002b - Desired functions,1,ES2002b.C.argumentstructs.Erik.2,ES2002b.C.argumentstructs.Erik.1,ES2002b.C.argumentstructs.Erik.1,True,1,0,0,1,True
ES2002b - Desired functions,2,ES2002b.B.argumentstructs.Erik.1,ES2002b.C.argumentstructs.Erik.2,ES2002b.C.argumentstructs.Erik.1,False,3,1,0,3,True
ES2002b - Desired functions,3,ES2002b.C.argumentstructs.Erik.3,ES2002b.B.argumentstructs.Erik.1,ES2002b.B.argumentstructs.Erik.1,True,4,3,3,1,True
ES2002b - Desired functions,4,ES2002b.D.argumentstructs.Erik.1,ES2002b.C.argumentstructs.Erik.3,ES2002b.C.argumentstructs.Erik.3,True,5,4,4,1,True
ES2002b - Desired functions,5,ES2002b.D.argumentstructs.Erik.2,ES2002b.B.argumentstructs.Erik.1,ES2002b.D.argumentstructs.Erik.1,False,6,3,5,1,True
ES2002b - Desired functions,6,ES2002b.B.argumentstructs.Erik.2,ES2002b.C.argumentstructs.Erik.3,ES2002b.C.argumentstructs.Erik.3,True,7,4,4,3,True
ES2002b - Desired functions,7,ES2002b.D.argumentstructs.Erik.3,ES2002b.B.argumentstructs.Erik.1,ES2002b.B.argumentstructs.Erik.2,False,8,3,7,1,True
ES2002b - Desired functions,8,ES2002b.B.argumentstructs.Erik.3,ES2002b.B.argumentstructs.Erik.2,ES2002b.B.argumentstructs.Erik.2,True,10,7,7,3,True
ES2002b - Desired functions,9,ES2002b.B.argumentstructs.Erik.4,ES2002b.B.argumentstructs.Erik.3,ES2002b.C.argumentstructs.Erik.1,False,12,10,0,12,False
ES2002b - Desired functions,10,ES2002b.D.argumentstructs.Erik.4,ES2002b.B.argumentstructs.Erik.4,ES2002b.B.argumentstructs.Erik.4,True,13,12,12,1,True
ES2002b - Desired functions,11,ES2002b.D.argumentstructs.Erik.5,ES2002b.B.argumentstructs.Erik.3,ES2002b.B.argumentstructs.Erik.4,False,14,10,12,2,True
ES2002b - Desired functions,12,ES2002b.D.argumentstructs.Erik.6,ES2002b.B.argumentstructs.Erik.3,ES2002b.B.argumentstructs.Erik.4,False,15,10,12,3,True
ES2002b - Desired functions,13,ES2002b.B.argumentstructs.Erik.5,ES2002b.B.argumentstructs.Erik.4,ES2002b.D.argumentstructs.Erik.7,False,17,12,19,2,False
ES2002b - Desired functions,14,ES2002b.C.argumentstructs.Erik.4,ES2002b.B.argumentstructs.Erik.5,ES2002b.D.argumentstructs.Erik.7,False,18,17,19,1,False
ES2002b - Desired functions,15,ES2002b.D.argumentstructs.Erik.7,ES2002b.D.argumentstructs.Erik.6,ES2002b.D.argumentstructs.Erik.6,True,19,15,15,4,True
ES2002b - Desired functions,16,ES2002b.B.argumentstructs.Erik.6,ES2002b.D.argumentstructs.Erik.7,ES2002b.D.argumentstructs.Erik.7,True,21,19,19,2,True
ES2002b - Desired functions,17,ES2002b.C.argumentstructs.Erik.5,ES2002b.B.argumentstructs.Erik.6,ES2002b.B.argumentstructs.Erik.6,True,22,21,21,1,True
ES2002b - Desired functions,18,ES2002b.B.argumentstructs.Erik.7,ES2002b.B.argumentstructs.Erik.6,ES2002b.C.argumentstructs.Erik.5,False,24,21,22,2,True
ES2002b - Desired functions,19,ES2002b.D.argumentstructs.Erik.8,ES2002b.B.argumentstructs.Erik.7,ES2002b.B.argumentstructs.Erik.7,True,25,24,24,1,True
ES2002b - Desired functions,20,ES2002b.C.argumentstructs.Erik.6,ES2002b.B.argumentstructs.Erik.7,ES2002b.B.argumentstructs.Erik.7,True,27,24,24,3,True
ES2002b - Desired functions,21,ES2002b.B.argumentstructs.Erik.8,ES2002b.C.argumentstructs.Erik.6,ES2002b.C.argumentstructs.Erik.6,True,28,27,27,1,True
ES2002b - Target audience,0,ES2002b.B.argumentstructs.Erik.9,ROOT,NONE,NONE,0,0,0,0,False
ES2002b - Target audience,1,ES2002b.D.argumentstructs.Erik.9,ES2002b.B.argumentstructs.Erik.9,ES2002b.B.argumentstructs.Erik.9,True,3,0,0,3,True
ES2002b - Target audience,2,ES2002b.B.argumentstructs.Erik.10,ES2002b.B.argumentstructs.Erik.9,ES2002b.D.argumentstructs.Erik.9,False,4,0,3,1,True
ES2002b - Target audience,3,ES2002b.D.argumentstructs.Erik.10,ES2002b.B.argumentstructs.Erik.10,ES2002b.B.argumentstructs.Erik.10,True,5,4,4,1,True
ES2002b - Target audience,4,ES2002b.D.argumentstructs.Erik.11,ES2002b.D.argumentstructs.Erik.10,ES2002b.B.argumentstructs.Erik.10,False,7,5,4,3,True
ES2002b - Target audience,5,ES2002b.A.argumentstructs.Erik.1,ES2002b.B.argumentstructs.Erik.10,ES2002b.B.argumentstructs.Erik.9,False,8,4,0,8,True
ES2002b - Target audience,6,ES2002b.A.argumentstructs.Erik.2,ES2002b.B.argumentstructs.Erik.10,ES2002b.A.argumentstructs.Erik.1,False,9,4,8,1,True
ES2002b - Target audience,7,ES2002b.B.argumentstructs.Erik.11,ES2002b.A.argumentstructs.Erik.2,ES2002b.A.argumentstructs.Erik.2,True,10,9,9,1,True
ES2002b - Target audience,8,ES2002b.A.argumentstructs.Erik.3,ES2002b.A.argumentstructs.Erik.2,ES2002b.B.argumentstructs.Erik.11,False,11,9,10,1,True
ES2002b - Target audience,9,ES2002b.B.argumentstructs.Erik.12,ES2002b.B.argumentstructs.Erik.11,ES2002b.A.argumentstructs.Erik.3,False,12,10,11,1,True
ES2002b - Target audience,10,ES2002b.D.argumentstructs.Erik.12,ES2002b.A.argumentstructs.Erik.3,ES2002b.A.argumentstructs.Erik.3,True,15,11,11,4,True
ES2002b - Target audience,11,ES2002b.A.argumentstructs.Erik.4,ES2002b.D.argumentstructs.Erik.12,ES2002b.D.argumentstructs.Erik.13,False,16,15,19,3,False
ES2002b - Target audience,12,ES2002b.B.argumentstructs.Erik.13,ES2002b.B.argumentstructs.Erik.12,ES2002b.D.argumentstructs.Erik.13,False,17,12,19,2,False
ES2002b - Target audience,13,ES2002b.D.argumentstructs.Erik.13,ES2002b.D.argumentstructs.Erik.12,ES2002b.B.argumentstructs.Erik.10,False,19,15,4,15,False
ES2002b - Target audience,14,ES2002b.B.argumentstructs.Erik.14,ES2002b.D.argumentstructs.Erik.13,ES2002b.D.argumentstructs.Erik.13,True,20,19,19,1,True
ES2002b - Target audience,15,ES2002b.D.argumentstructs.Erik.14,ES2002b.B.argumentstructs.Erik.14,ES2002b.B.argumentstructs.Erik.14,True,22,20,20,2,True
ES2002b - Target audience,16,ES2002b.B.argumentstructs.Erik.15,ES2002b.B.argumentstructs.Erik.14,ES2002b.D.argumentstructs.Erik.14,False,23,20,22,1,True
ES2002b - Target audience,17,ES2002b.B.argumentstructs.Erik.16,ES2002b.B.argumentstructs.Erik.14,ES2002b.B.argumentstructs.Erik.9,False,26,20,0,26,False
ES2002b - Target audience,18,ES2002b.B.argumentstructs.Erik.17,ES2002b.B.argumentstructs.Erik.16,ES2002b.B.argumentstructs.Erik.16,True,27,26,26,1,True
ES2002b - Target audience,19,ES2002b.C.argumentstructs.Erik.7,ES2002b.B.argumentstructs.Erik.16,ES2002b.B.argumentstructs.Erik.17,False,28,26,27,1,True
ES2002b - Target audience,20,ES2002b.D.argumentstructs.Erik.15,ES2002b.D.argumentstructs.Erik.14,ES2002b.C.argumentstructs.Erik.7,False,29,22,28,1,True
ES2002b - Target audience,21,ES2002b.B.argumentstructs.Erik.18,ES2002b.C.argumentstructs.Erik.7,ES2002b.D.argumentstructs.Erik.15,False,32,28,29,3,True
ES2002b - Target audience,22,ES2002b.B.argumentstructs.Erik.19,ES2002b.B.argumentstructs.Erik.16,ES2002b.C.argumentstructs.Erik.7,False,33,26,28,5,True
ES2002b - Target audience,23,ES2002b.D.argumentstructs.Erik.16,ES2002b.D.argumentstructs.Erik.15,ES2002b.B.argumentstructs.Erik.19,False,34,29,33,1,True
ES2002b - Target audience,24,ES2002b.A.argumentstructs.Erik.5,ES2002b.B.argumentstructs.Erik.19,ES2002b.B.argumentstructs.Erik.19,True,36,33,33,3,True
ES2002b - Target audience,25,ES2002b.B.argumentstructs.Erik.20,ES2002b.A.argumentstructs.Erik.5,ES2002b.A.argumentstructs.Erik.5,True,37,36,36,1,True
ES2002b - Target audience,26,ES2002b.D.argumentstructs.Erik.17,ES2002b.B.argumentstructs.Erik.20,ES2002b.A.argumentstructs.Erik.5,False,38,37,36,2,True
ES2002b - Target audience,27,ES2002b.B.argumentstructs.Erik.21,ES2002b.B.argumentstructs.Erik.19,ES2002b.C.argumentstructs.Erik.7,False,40,33,28,12,False
ES2002b - Target audience,28,ES2002b.D.argumentstructs.Erik.18,ES2002b.B.argumentstructs.Erik.21,ES2002b.B.argumentstructs.Erik.21,True,41,40,40,1,True
ES2002b - Target audience,29,ES2002b.A.argumentstructs.Erik.6,ES2002b.B.argumentstructs.Erik.20,ES2002b.B.argumentstructs.Erik.21,False,42,37,40,2,True
ES2002c - LCD display,0,ES2002c.B.argumentstructs.Erik.18,ROOT,NONE,NONE,1,0,0,1,False
ES2002c - LCD display,1,ES2002c.A.argumentstructs.Erik.9,ES2002c.B.argumentstructs.Erik.18,ES2002c.B.argumentstructs.Erik.18,True,3,1,1,2,True
ES2002c - LCD display,2,ES2002c.A.argumentstructs.Erik.10,ES2002c.B.argumentstructs.Erik.18,ES2002c.A.argumentstructs.Erik.9,False,4,1,3,1,True
ES2002c - LCD display,3,ES2002c.B.argumentstructs.Erik.19,ES2002c.B.argumentstructs.Erik.18,ES2002c.A.argumentstructs.Erik.9,False,5,1,3,2,True
ES2002c - LCD display,4,ES2002c.A.argumentstructs.Erik.11,ES2002c.A.argumentstructs.Erik.10,ES2002c.B.argumentstructs.Erik.19,False,6,4,5,1,True
ES2002c - LCD display,5,ES2002c.D.argumentstructs.Erik.17,ES2002c.A.argumentstructs.Erik.11,ES2002c.A.argumentstructs.Erik.9,False,7,6,3,4,True
ES2002c - LCD display,6,ES2002c.D.argumentstructs.Erik.18,ES2002c.D.argumentstructs.Erik.17,ES2002c.D.argumentstructs.Erik.17,True,9,7,7,2,True
ES2002c - LCD display,7,ES2002c.B.argumentstructs.Erik.20,ES2002c.B.argumentstructs.Erik.19,ES2002c.D.argumentstructs.Erik.18,False,10,5,9,1,True
ES2002c - LCD display,8,ES2002c.A.argumentstructs.Erik.12,ES2002c.D.argumentstructs.Erik.18,ES2002c.D.argumentstructs.Erik.18,True,12,9,9,3,True
ES2002c - LCD display,9,ES2002c.D.argumentstructs.Erik.19,ES2002c.B.argumentstructs.Erik.20,ES2002c.A.argumentstructs.Erik.12,False,13,10,12,1,True
ES2002c - LCD display,10,ES2002c.B.argumentstructs.Erik.21,ES2002c.A.argumentstructs.Erik.12,ES2002c.A.argumentstructs.Erik.12,True,14,12,12,2,True
ES2002c - LCD display,11,ES2002c.B.argumentstructs.Erik.22,ES2002c.A.argumentstructs.Erik.12,ES2002c.A.argumentstructs.Erik.12,True,17,12,12,5,True
ES2002c - LCD display,12,ES2002c.A.argumentstructs.Erik.13,ES2002c.B.argumentstructs.Erik.22,ES2002c.B.argumentstructs.Erik.22,True,18,17,17,1,True
ES2002c - Light option,0,ES2002c.D.argumentstructs.Erik.1,ROOT,NONE,NONE,0,0,0,0,False
ES2002c - Light option,1,ES2002c.A.argumentstructs.Erik.1,ES2002c.D.argumentstructs.Erik.1,ES2002c.D.argumentstructs.Erik.1,True,1,0,0,1,True
ES2002c - Light option,2,ES2002c.D.argumentstructs.Erik.2,ES2002c.A.argumentstructs.Erik.1,ES2002c.A.argumentstructs.Erik.1,True,3,1,1,2,True
ES2002c - Light option,3,ES2002c.D.argumentstructs.Erik.3,ES2002c.D.argumentstructs.Erik.1,ES2002c.D.argumentstructs.Erik.2,False,4,0,3,1,True
ES2002c - Light option,4,ES2002c.B.argumentstructs.Erik.1,ES2002c.D.argumentstructs.Erik.1,ES2002c.D.argumentstructs.Erik.1,True,5,0,0,5,True
ES2002c - Light option,5,ES2002c.D.argumentstructs.Erik.4,ES2002c.D.argumentstructs.Erik.3,ES2002c.B.argumentstructs.Erik.1,False,7,4,5,2,True
ES2002c - Light option,6,ES2002c.B.argumentstructs.Erik.2,ES2002c.B.argumentstructs.Erik.1,ES2002c.D.argumentstructs.Erik.4,False,9,5,7,2,True
ES2002c - Light option,7,ES2002c.A.argumentstructs.Erik.2,ES2002c.B.argumentstructs.Erik.1,ES2002c.B.argumentstructs.Erik.1,True,10,5,5,5,True
ES2002c - Light option,8,ES2002c.D.argumentstructs.Erik.5,ES2002c.A.argumentstructs.Erik.2,ES2002c.A.argumentstructs.Erik.2,True,11,10,10,1,True
ES2002c - Light option,9,ES2002c.D.argumentstructs.Erik.6,ES2002c.D.argumentstructs.Erik.5,ES2002c.D.argumentstructs.Erik.5,True,12,11,11,1,True
ES2002c - Light option,10,ES2002c.A.argumentstructs.Erik.3,ES2002c.D.argumentstructs.Erik.6,ES2002c.D.argumentstructs.Erik.6,True,13,12,12,1,True
ES2002c - Light option,11,ES2002c.B.argumentstructs.Erik.3,ES2002c.A.argumentstructs.Erik.3,ES2002c.D.argumentstructs.Erik.6,False,14,13,12,2,True
ES2002c - Light option,12,ES2002c.B.argumentstructs.Erik.4,ES2002c.D.argumentstructs.Erik.5,ES2002c.D.argumentstructs.Erik.6,False,16,11,12,4,True
ES2002c - Light option,13,ES2002c.D.argumentstructs.Erik.7,ES2002c.B.argumentstructs.Erik.4,ES2002c.B.argumentstructs.Erik.4,True,17,16,16,1,True
ES2002c - Light option,14,ES2002c.D.argumentstructs.Erik.8,ES2002c.D.argumentstructs.Erik.7,ES2002c.D.argumentstructs.Erik.7,True,18,17,17,1,True
ES2002c - Light option,15,ES2002c.B.argumentstructs.Erik.5,ES2002c.D.argumentstructs.Erik.7,ES2002c.D.argumentstructs.Erik.8,False,19,17,18,1,True
ES2002c - Light option,16,ES2002c.A.argumentstructs.Erik.4,ES2002c.B.argumentstructs.Erik.4,ES2002c.D.argumentstructs.Erik.8,False,20,16,18,2,True
ES2002c - Light option,17,ES2002c.D.argumentstructs.Erik.9,ES2002c.A.argumentstructs.Erik.4,ES2002c.A.argumentstructs.Erik.4,True,21,20,20,1,True
ES2002c - Light option,18,ES2002c.A.argumentstructs.Erik.5,ES2002c.A.argumentstructs.Erik.4,ES2002c.D.argumentstructs.Erik.9,False,23,20,21,2,True
ES2002c - Light option,19,ES2002c.D.argumentstructs.Erik.10,ES2002c.D.argumentstructs.Erik.9,ES2002c.A.argumentstructs.Erik.5,False,24,21,23,1,True
ES2002c - Light option,20,ES2002c.B.argumentstructs.Erik.6,ES2002c.D.argumentstructs.Erik.10,ES2002c.A.argumentstructs.Erik.5,False,26,24,23,3,True
ES2002c - Remote shape,0,ES2002c.A.argumentstructs.Erik.6,ROOT,NONE,NONE,0,0,0,0,False
ES2002c - Remote shape,1,ES2002c.B.argumentstructs.Erik.7,ES2002c.A.argumentstructs.Erik.6,ES2002c.A.argumentstructs.Erik.6,True,1,0,0,1,True
ES2002c - Remote shape,2,ES2002c.A.argumentstructs.Erik.7,ES2002c.A.argumentstructs.Erik.6,ES2002c.B.argumentstructs.Erik.7,False,2,0,1,1,True
ES2002c - Remote shape,3,ES2002c.D.argumentstructs.Erik.11,ES2002c.A.argumentstructs.Erik.7,ES2002c.A.argumentstructs.Erik.7,True,3,2,2,1,True
ES2002c - Remote shape,4,ES2002c.B.argumentstructs.Erik.8,ES2002c.A.argumentstructs.Erik.7,ES2002c.A.argumentstructs.Erik.7,True,4,2,2,2,True
ES2002c - Remote shape,5,ES2002c.A.argumentstructs.Erik.8,ES2002c.A.argumentstructs.Erik.6,ES2002c.B.argumentstructs.Erik.8,False,5,0,4,1,True
ES2002c - Remote shape,6,ES2002c.D.argumentstructs.Erik.12,ES2002c.D.argumentstructs.Erik.11,ES2002c.A.argumentstructs.Erik.8,False,7,3,5,2,True
ES2002c - Remote shape,7,ES2002c.B.argumentstructs.Erik.9,ES2002c.B.argumentstructs.Erik.8,ES2002c.B.argumentstructs.Erik.8,True,9,4,4,5,True
ES2002c - Remote shape,8,ES2002c.B.argumentstructs.Erik.10,ES2002c.B.argumentstructs.Erik.9,ES2002c.B.argumentstructs.Erik.9,True,10,9,9,1,True
ES2002c - Remote shape,9,ES2002c.D.argumentstructs.Erik.13,ES2002c.B.argumentstructs.Erik.10,ES2002c.B.argumentstructs.Erik.10,True,13,10,10,3,True
ES2002c - Remote shape,10,ES2002c.B.argumentstructs.Erik.11,ES2002c.B.argumentstructs.Erik.10,ES2002c.A.argumentstructs.Erik.6,False,14,10,0,14,False
ES2002c - Remote shape,11,ES2002c.C.argumentstructs.Erik.1,ES2002c.B.argumentstructs.Erik.11,ES2002c.B.argumentstructs.Erik.11,True,15,14,14,1,True
ES2002c - Remote shape,12,ES2002c.B.argumentstructs.Erik.12,ES2002c.C.argumentstructs.Erik.1,ES2002c.C.argumentstructs.Erik.1,True,16,15,15,1,True
ES2002c - Remote shape,13,ES2002c.C.argumentstructs.Erik.2,ES2002c.B.argumentstructs.Erik.12,ES2002c.B.argumentstructs.Erik.12,True,17,16,16,1,True
ES2002c - Remote shape,14,ES2002c.B.argumentstructs.Erik.13,ES2002c.B.argumentstructs.Erik.12,ES2002c.C.argumentstructs.Erik.2,False,19,16,17,2,True
ES2002c - Remote shape,15,ES2002c.D.argumentstructs.Erik.14,ES2002c.B.argumentstructs.Erik.13,ES2002c.B.argumentstructs.Erik.13,True,20,19,19,1,True
ES2002c - Remote shape,16,ES2002c.B.argumentstructs.Erik.14,ES2002c.B.argumentstructs.Erik.13,ES2002c.B.argumentstructs.Erik.13,True,22,19,19,3,True
ES2002c - Remote shape,17,ES2002c.B.argumentstructs.Erik.15,ES2002c.B.argumentstructs.Erik.14,ES2002c.C.argumentstructs.Erik.2,False,23,22,17,6,True
ES2002c - Remote shape,18,ES2002c.D.argumentstructs.Erik.15,ES2002c.B.argumentstructs.Erik.15,ES2002c.B.argumentstructs.Erik.15,True,24,23,23,1,True
